step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud,transaction_id
5983,C000235,47,F,98853,Store A,26294,Utilities,99.8,0,d412d13d-cf71-4ff4-803b-78c875ed82ec
3506,C000236,28,F,41501,Store B,78335,Utilities,868.24,0,4c404f27-e8c5-4095-a433-1bf713d7e670
3321,C000237,58,M,75258,Store C,93775,Travel,10233.56,1,97cd91f8-4aa3-4a0c-8603-c0fda2df0fc1
2729,C000238,37,F,93833,Store D,82459,Groceries,305.3,0,b1adcdf0-3cf1-48fa-99f7-a4fffba1b4d8
955,C000239,77,M,86185,Store E,60209,Utilities,627.08,0,baf8321d-6874-408f-9e24-63a6b4c67301
1596,C000240,37,F,33719,Store F,16938,Groceries,572.91,0,fd75890e-e3ee-4d41-8b76-3595578dd0c8
2289,C000241,80,F,76686,Store G,96421,Clothing,542.87,0,ee3d173e-f546-4813-bcd6-05e7f8405ac0
6846,C000242,26,M,89837,Store H,53921,Dining,262.33,0,0d1ca7d8-cf4f-4652-8e98-7d7e43c27ccf
7664,C000243,25,F,38434,Store I,14388,Jewelry,19396.61,1,a25b893a-8efe-4912-be9c-928d3c04d482
6937,C000244,77,F,30520,Store J,81558,Electronics,950.62,0,8d75de7f-2704-40ec-a258-b2cb7a9f220d
744,C000245,32,M,66881,Store K,78163,Gifts,5062.43,1,886572a8-1f18-4f08-9dab-1ad4a74cf090
1495,C000246,51,M,11510,Store L,17247,Luxury,10067.41,1,d78e44ce-ea80-48ad-8975-700c4b0c5926
6607,C000247,41,F,38546,Store M,79179,Groceries,55.09,0,95f13c62-6f60-4009-891d-2d027c103bb8
6945,C000248,50,M,23982,Store N,32575,Electronics,851.75,0,9e75a5cf-615b-4eb5-9ac0-31fd70a77b0f
7209,C000249,58,F,79451,Store O,30146,Dining,887.65,0,886510dc-cca1-4c6b-8fe4-3cf81130c29d
208,C000250,58,F,90270,Store P,32371,Utilities,523.12,0,2bb42420-95e8-420c-a90c-31aec6c9420d
1084,C000251,62,M,98245,Store Q,61507,Dining,841.28,0,545a0eef-d166-43bd-890c-a05e4c02105a
2413,C000252,80,M,29636,Store R,36875,Luxury,15550.4,1,0e9f1263-dfb6-412d-be89-9df020fd0064
3312,C000253,57,M,68087,Store S,23792,Utilities,504.58,0,b8aecfa8-8dc8-49d3-b8c3-bfb558aced1d
6752,C000254,44,M,20957,Store T,58723,Clothing,370.17,0,7c9a444f-4669-4c1a-911c-7269c1803a8d
7958,C000255,38,M,46706,Store U,93253,Electronics,273.56,0,077f075d-9903-480b-a920-2deda63f3ff5
8589,C000256,22,M,72871,Store V,95928,Dining,266.83,0,0074c246-a286-44dc-bc34-84aae3a9f955
209,C000257,78,F,71737,Store W,94393,Utilities,566.44,0,3874cb17-7251-468f-b09c-b8dd1e60e5b9
7549,C000258,52,F,50975,Store X,81679,Electronics,175.14,0,e8bd7356-ad8c-481e-828a-e3477ddcb862
8625,C000259,38,M,38129,Store Y,70901,Dining,183.04,0,a7e79bf1-efd5-437e-b272-d72ba1b07599
2657,C000260,21,F,47939,Store Z,28470,Groceries,20.29,0,de8419a1-609d-46df-b1b5-99d6516ec36a
5851,C000261,66,F,75059,Store A,29734,Groceries,617.19,0,565196f9-acfd-4a5b-a88e-013a720d88d7
2437,C000262,65,F,18298,Store B,23103,Groceries,994.4,0,95bd9b36-4b49-4a9a-ba9d-4dfd3b3bcd57
5394,C000263,33,F,74422,Store C,57728,Clothing,890.33,0,22230c77-4744-4e0d-bdcc-4cf838a594cc
134,C000264,74,M,16480,Store D,77488,Gifts,15585.35,1,e31464c3-9a76-46cf-91fa-3d12327aeed8
7234,C000265,48,F,70389,Store E,46478,Luxury,16782.88,1,91931896-3160-41ec-9f34-e5f7a6e095ca
639,C000266,43,F,78393,Store F,60845,Groceries,422.68,0,eda774c3-e296-495d-94d0-fe12bfb6ed95
1229,C000267,79,M,14349,Store G,40766,Groceries,305.1,0,a96050e2-8ed9-4347-a33a-91c40a31f27a
4020,C000268,69,M,76964,Store H,54515,Utilities,374.94,0,2f9caca9-fbb6-40d9-9232-e546bf0accfe
9483,C000269,52,M,49491,Store I,55240,Electronics,90.61,0,a9b62f02-c06a-468c-b11c-b48e310f5a6c
2197,C000270,23,M,56778,Store J,41288,Gifts,14506.93,1,49b3f3d2-65a3-4af2-80d2-57cacee95342
9896,C000271,50,F,98699,Store K,77310,Dining,183.12,0,66ddbea1-9113-453f-94ac-86283444fb19
976,C000272,38,M,37677,Store L,47432,Clothing,765.25,0,d80c5a41-cee2-4bce-907a-7b15fbd768cf
6122,C000273,33,F,91254,Store M,80595,Electronics,198.08,0,fc8452b1-8062-4308-bf00-6f416d7ec086
1029,C000274,64,F,90345,Store N,32497,Groceries,235.84,0,137f5467-c3da-49db-b3a7-994ef214b6c6
526,C000275,56,M,23272,Store O,38283,Gifts,19359.58,1,8b45b983-ca22-463f-a45b-6926519b93aa
2328,C000276,51,M,21828,Store P,51112,Groceries,114.34,0,5ffb5ab0-e56e-4bb6-862a-3947964e994e
2547,C000277,59,M,54431,Store Q,51688,Dining,503.85,0,65d8c162-b122-4c3b-9dea-de1723fb7feb
836,C000278,74,M,17856,Store R,86007,Gifts,5940.3,1,24eaccf8-724a-4d23-9c0d-15eec72d8f6a
2484,C000279,77,M,21223,Store S,85280,Clothing,99.49,0,bbc53298-8850-4178-8fcd-22b53e241646
2735,C000280,32,M,49413,Store T,79199,Clothing,637.17,0,d7597486-1a01-4949-be1c-f85bfe4b267f
9731,C000281,23,F,66822,Store U,70911,Dining,634.42,0,5f3aa32f-1a32-4f26-955d-9df865ff8c22
7305,C000282,19,F,45689,Store V,22463,Gifts,7896.8,1,77020b8f-cc56-4ffa-af4e-1d6b14569e6a
4050,C000283,41,F,83702,Store W,91914,Clothing,873.76,0,aadf262b-355a-456a-8473-ff4cbea9c0c4
9496,C000284,73,F,66396,Store X,98614,Clothing,705.17,0,c7457315-7399-455b-9178-c42b812c14d9
8324,C000285,66,M,22637,Store Y,48909,Dining,307.6,0,9df0a706-7621-4ba1-af7c-fdd7297ab5f7
393,C000286,45,M,56534,Store Z,16160,Dining,255.9,0,ae0cbbbf-dad2-4776-bd80-713a1b98ec0d
2467,C000287,18,F,76414,Store A,37682,Electronics,756.74,0,25aacd0e-f8c9-4990-a910-6dc0a4b780a2
1226,C000288,18,F,86240,Store B,31405,Gifts,16004.36,1,8acdb9ed-78b3-476f-a065-bc777805a33c
2706,C000289,45,F,84038,Store C,98790,Electronics,157.34,0,88fd4bf5-2157-4879-8af1-6a43744e7358
462,C000290,53,M,25266,Store D,49076,Utilities,355.7,0,29782e3c-d83f-4d08-a896-04ecd6a4eb85
9994,C000291,37,M,58068,Store E,19326,Utilities,224.51,0,9a7b1eb1-9721-4cb3-b0c2-ae8b3c1f36e8
3986,C000292,65,M,54356,Store F,47510,Clothing,301.2,0,f1c603a4-3348-4385-8578-d7c082b0a06b
152,C000293,25,F,96295,Store G,95065,Groceries,294.69,0,992abccd-5023-4552-ac26-bac882e645b3
1786,C000294,18,F,25046,Store H,34527,Travel,19640.36,1,7e74ad2f-be57-454f-92e4-a06d5138281f
6243,C000295,43,M,35270,Store I,91622,Utilities,752.71,0,9c07a841-fb45-415a-9731-0f9c6354e719
8146,C000296,68,M,86342,Store J,51313,Groceries,782.25,0,4d7000a6-e6c4-4fe8-a66a-0108b97eb5c6
6357,C000297,60,F,47988,Store K,31777,Electronics,284.65,0,b2270de9-63b7-4b26-a727-d73116ff82fc
7311,C000298,66,F,62179,Store L,72382,Clothing,10.52,0,76d30858-70cf-4577-9188-3f7edbe33c41
6846,C000299,42,M,45892,Store M,52262,Travel,5872.36,1,47bd6af5-afe1-4241-8f6f-6aebb5fa2ec3
3461,C000300,27,F,39512,Store N,96002,Electronics,557.47,0,d7ca04c2-4198-413f-8eda-e61d888ccfd9
1837,C000301,29,M,69165,Store O,46499,Electronics,292.63,0,07bd99ad-8ae1-4f78-8418-3b1398707d06
9590,C000302,58,M,15099,Store P,25390,Jewelry,7894.32,1,d436ebef-f04c-4fdb-8524-d00bc7f5fea3
9268,C000303,24,F,63487,Store Q,55581,Clothing,59.14,0,15c59775-9d49-406d-b8ba-50d2fa7647a6
5744,C000304,78,F,84088,Store R,67853,Dining,877.12,0,488d21df-9ce3-439e-a678-d1c69ebec3a5
6279,C000305,29,F,87163,Store S,27921,Travel,14001.91,1,7afc3c22-7aa1-4518-b56a-dcbc2de99343
1494,C000306,64,M,60003,Store T,50860,Groceries,116.3,0,6c9526e5-af43-4885-9321-728b3e81d7ba
9328,C000307,57,F,76886,Store U,42945,Clothing,768.74,0,a53baa74-ad2e-4428-a2ec-3794b05b9924
1549,C000308,34,F,87812,Store V,28760,Clothing,758.27,0,28a52ecd-82aa-4d10-ba86-09dd87d894f3
8977,C000309,22,M,21739,Store W,50506,Luxury,9341.05,1,f836ee77-9860-4de5-b078-a3771f0dcc85
5164,C000310,80,M,96838,Store X,65983,Groceries,196.54,0,d07ad181-0af6-441d-a65b-f46a8df288f2
9613,C000311,31,F,22384,Store Y,13243,Groceries,815.84,0,8c6ce5b5-779b-48be-a683-aaa89023c299
5705,C000312,51,M,43094,Store Z,13666,Electronics,336.27,0,0f3acfe5-5185-4c98-9b83-2e87f7f140e6
6405,C000313,65,M,12120,Store A,92857,Electronics,848.95,0,2982dec2-99d5-4954-82d9-3973fe4b3994
6689,C000314,78,M,10993,Store B,29411,Electronics,53.22,0,14b283fd-9d01-427f-8827-93d490504655
3652,C000315,34,F,97295,Store C,93940,Luxury,12489.33,1,d3d41881-0f48-4c66-9120-26d25ae12e6a
2064,C000316,52,F,28150,Store D,70126,Groceries,187.8,0,e3968b5f-a9dc-4d85-9c3b-88db49a4d339
2021,C000317,72,M,74681,Store E,33586,Dining,675.32,0,9c3d3c9c-8192-4a76-aa4d-12128889595a
4758,C000318,18,M,55388,Store F,90168,Groceries,997.24,0,3bd5e413-4848-4826-816c-e806a297ab82
5924,C000319,76,M,61116,Store G,77510,Dining,418.39,0,521d4539-07f2-482f-9dc8-42a14df64639
7354,C000320,67,F,65753,Store H,68862,Clothing,109.31,0,f31d44e0-637d-44b4-9c63-d6ca3081077d
9143,C000321,67,M,49787,Store I,11258,Dining,324.5,0,60a2710a-bbb5-42cc-b332-4c001289ab04
8217,C000322,53,M,45673,Store J,29494,Clothing,892.59,0,8a341fbb-82eb-488c-84fe-8f9eb2695dc4
8210,C000323,32,F,18290,Store K,52202,Electronics,768.1,0,0efb61be-a568-4ed8-ad7f-8d0f4817a5b7
570,C000324,77,M,70123,Store L,23528,Groceries,239.89,0,c9cddccd-b78c-4ad7-bf07-7ba8139d4524
5113,C000325,36,F,26627,Store M,94673,Electronics,954.06,0,0dfb779f-fe30-4d01-bc92-4f6fdb7a9b16
1356,C000326,68,F,83474,Store N,97714,Groceries,625.97,0,5b0752b0-fe9f-4a21-9515-ab64944ba37a
8057,C000327,59,F,68844,Store O,90544,Dining,176.37,0,0a46eff0-956c-4508-96f3-e485f5456811
9785,C000328,22,M,72904,Store P,87400,Groceries,576.6,0,9097a530-1882-4f16-8197-c4a5f9ada73d
831,C000329,36,M,74705,Store Q,78407,Dining,456.76,0,37a78887-f371-4cdf-a6e7-035a9e4f6c4f
5132,C000330,60,F,78245,Store R,70589,Groceries,821.5,0,9b22e6bb-b764-4e7a-bf08-a9d9d6ca3cc7
5403,C000331,56,M,37629,Store S,41432,Travel,10162.4,1,74f47010-37b8-45eb-a75b-495777415bde
9064,C000332,22,F,54186,Store T,25202,Clothing,876.23,0,b8a6cb26-7c19-4d1f-b332-b41500b1c832
835,C000333,69,M,99621,Store U,88637,Jewelry,17179.56,1,72000390-95cb-405f-8b2f-76be19200f06
4953,C000334,29,F,56537,Store V,26238,Travel,15119.05,1,1ba74a67-a189-4476-8757-485e2e2aabc1
970,C000335,36,F,40832,Store W,21179,Electronics,266.02,0,fbaa3e29-6f45-4a82-9057-8688effb2e81
593,C000336,64,M,33472,Store X,40793,Electronics,970.63,0,eed293db-14c5-4e70-9612-883920661678
255,C000337,29,M,58850,Store Y,18004,Electronics,553.18,0,0d76cd04-2393-46dc-8c73-fa9cbd69514f
2662,C000338,53,M,96298,Store Z,31116,Electronics,908.44,0,2daa7c3e-f3a8-4b31-aaa9-36e8780515b9
8795,C000339,79,M,19507,Store A,96047,Clothing,223.57,0,adf063d1-f5ec-4b2f-a41d-d68ee528d81e
9258,C000340,80,F,85114,Store B,96512,Clothing,983.54,0,17d982ae-adbb-40a5-813b-79f2a3f00b92
1840,C000341,29,F,65696,Store C,41856,Utilities,817.9,0,967f7d6d-11d7-429b-aa50-d6a655d3ca2f
5906,C000342,35,M,82247,Store D,88351,Utilities,949.73,0,330dd2f5-007f-4ffa-81da-35873388fa23
2432,C000343,66,M,66373,Store E,12488,Utilities,220.24,0,79446d13-382f-423a-b900-e277d2ff2586
7757,C000344,68,F,71264,Store F,93432,Utilities,436.35,0,2844636d-a1b7-4e55-aea0-2917b4bcd229
5354,C000345,65,M,25979,Store G,81152,Groceries,106.66,0,3d1ae446-ea8c-4d7e-9342-76da017ebcf6
966,C000346,60,M,25049,Store H,42791,Gifts,7054.54,1,3bc75668-266e-45c3-aab4-dcdadc8f7c5c
1738,C000347,51,M,69081,Store I,41027,Dining,291.12,0,a07a1a4d-b1ab-445b-b0c1-a3c65197de33
485,C000348,65,M,34997,Store J,22591,Electronics,952.11,0,93fe5f48-d200-4e6a-a691-f5e1f39e03b4
7942,C000349,50,F,66144,Store K,14726,Groceries,670.52,0,cb457f4e-4c32-4350-afd9-2e6791024737
8203,C000350,66,F,50830,Store L,14133,Clothing,321.49,0,ad692bf7-4a80-4fae-889a-8c61d9b3a628
6252,C000351,35,M,91369,Store M,65681,Electronics,955.03,0,52154880-6e6a-4e96-84c2-e01973760c1a
2028,C000352,78,F,95721,Store N,76280,Dining,742.33,0,5e0ceded-9cbd-4b31-82f7-cf7bd84701a8
5214,C000353,78,M,31746,Store O,73044,Jewelry,18604.69,1,71ba281a-3d79-4972-aab5-76423506f66a
7991,C000354,74,M,97393,Store P,96097,Travel,18908.31,1,95282513-5545-472b-994e-742c9852f5dc
6228,C000355,46,M,19603,Store Q,39813,Clothing,753.26,0,060b28a5-2a7b-43dd-bcda-ecc47673a26f
6982,C000356,62,F,86977,Store R,15940,Electronics,250.7,0,6270d191-917b-4b5e-807a-f3b75fc2fc09
8797,C000357,22,F,14570,Store S,33196,Utilities,996.62,0,7b78104f-9017-4099-8aff-0611979316d8
969,C000358,42,F,42316,Store T,16217,Electronics,331.84,0,7f384f9d-d6a9-41fc-a166-16e7e037f772
437,C000359,41,F,61604,Store U,29433,Electronics,674.99,0,f507c876-88fc-48e4-b05b-9de83af93e74
1810,C000360,46,F,28467,Store V,20934,Jewelry,17672.18,1,15ff356d-bd13-4921-b126-975b27897a33
6547,C000361,76,M,88381,Store W,64377,Clothing,183.4,0,1214cded-7e66-4fa8-898d-16e8a595b645
8108,C000362,55,M,54638,Store X,83404,Electronics,612.95,0,bf78e42d-3f3d-4d6c-a122-fb12005824fc
5506,C000363,50,F,36943,Store Y,95809,Groceries,381.42,0,79533207-5e42-4bf1-98c9-528d3d6bb29c
5258,C000364,27,F,80369,Store Z,36198,Groceries,251.85,0,ad1ee6e7-0fc3-4934-93fd-0bb7b7d3463f
4910,C000365,54,F,13340,Store A,75373,Clothing,21.65,0,b26bd769-fad4-4a42-a780-6f960a2f360e
8485,C000366,77,M,53532,Store B,54357,Utilities,873.25,0,37a9aafa-14a7-4d29-97e7-5115be241288
462,C000367,50,F,87848,Store C,57787,Electronics,144.52,0,c2531143-3a9c-42dd-bd99-4fc4ae4c1625
3234,C000368,40,M,76175,Store D,36363,Electronics,879.34,0,175cc954-52be-4e2d-8b01-0eb0baca3ee5
5203,C000369,75,M,68918,Store E,57459,Dining,604.68,0,28ba3cd2-4062-4b84-bfdd-7a32a152dc0c
2940,C000370,79,F,54188,Store F,34019,Travel,14315.83,1,4c390737-24ca-45fd-88f5-dd0627104022
89,C000371,28,M,25211,Store G,64927,Utilities,830.37,0,82816308-f141-4c14-a244-cfa007997d78
1664,C000372,41,M,23496,Store H,95275,Electronics,514.35,0,02fac5d6-8435-4576-9357-f01d7f7001d1
3302,C000373,41,F,67248,Store I,35589,Electronics,363.71,0,6c521bf3-68fa-432e-a2c0-10df1f869981
5138,C000374,24,M,51145,Store J,73672,Travel,7082.1,1,71317579-33fe-4314-a536-97d33339c044
6030,C000375,67,F,39672,Store K,51113,Dining,574.71,0,2eef079d-ab28-4665-a457-9af852db69fd
422,C000376,38,M,91481,Store L,21093,Groceries,557.64,0,415f2c25-2982-4fce-a2a4-1db2db4b785a
3750,C000377,37,F,93238,Store M,81797,Groceries,300.96,0,8906bf79-9ddf-473f-b8c6-0fb652a21fa8
4972,C000378,70,F,84255,Store N,95376,Utilities,604.06,0,2d13e9c8-f172-46a5-aea7-04c5ac870358
6846,C000379,27,M,46027,Store O,57940,Gifts,11590.5,1,742313e3-0cf0-441e-bd58-02d179c0664f
4434,C000380,42,F,46251,Store P,33792,Gifts,17082.95,1,9d66a0f2-2653-4ba3-9bba-4df8f3a3da5c
266,C000381,64,M,29403,Store Q,96186,Dining,563.89,0,584dd4a3-24f0-44e3-8f90-555724500a08
2851,C000382,53,M,35150,Store R,62201,Electronics,934.34,0,df1cfc28-3d63-4265-ab46-9fe2547988e6
1379,C000383,65,F,85762,Store S,31027,Jewelry,12769.74,1,f79d3b20-2545-481a-9ec2-356b0588710f
6504,C000384,64,M,56940,Store T,93845,Dining,888.62,0,9b3c7cc0-d076-4809-8444-f6689de90786
7158,C000385,32,F,60476,Store U,82381,Gifts,12807.88,1,6d974642-3d2c-40bd-ab11-b315f91d4947
4417,C000386,61,M,44202,Store V,16810,Groceries,562.45,0,ec99f3c8-71b0-4791-a77a-e905344cb1a9
850,C000387,57,M,18729,Store W,25228,Utilities,373.14,0,4e107676-db6c-4138-8459-c20bb320a0eb
4815,C000388,57,F,33938,Store X,45225,Clothing,406.17,0,a8fc0175-1ea3-4159-9738-cb3bbd4f4b74
9184,C000389,67,M,85302,Store Y,82418,Electronics,933.77,0,4d510fe2-3e42-48c3-8b50-9b9f1ddf16fd
3765,C000390,79,M,83920,Store Z,36187,Clothing,231.05,0,34f787ba-3bf0-4098-9d8f-efc01dea75af
7380,C000391,23,M,35762,Store A,14241,Groceries,130.24,0,a63eeded-f68f-40f2-97ee-bcac6494964e
3275,C000392,54,M,38724,Store B,29493,Electronics,831.91,0,49a3be17-fe1e-4a4c-aec9-28ea2a0356b0
717,C000393,19,M,30653,Store C,20729,Luxury,13653.66,1,d855111e-c58e-47c8-ad7a-bfde5eabd590
5081,C000394,29,M,23507,Store D,22549,Clothing,291.8,0,bab602fe-ca24-4ce2-96c3-194fa802eb67
896,C000395,75,M,82914,Store E,48013,Clothing,438.08,0,be513464-4b96-4c90-93a8-50d7783e336e
9369,C000396,21,M,52773,Store F,34347,Groceries,529.66,0,c05a771a-5b8e-42e9-a0f4-91d92a9de043
9969,C000397,40,F,45205,Store G,47208,Electronics,596.22,0,90273465-990a-4985-8c2c-9b2c47fc460b
9652,C000398,30,M,21571,Store H,74772,Luxury,17315.77,1,f678ecf5-83fd-4276-bde7-ae7aa7c100d0
2544,C000399,34,M,47320,Store I,50378,Travel,10915.28,1,dad5a378-fb1b-4be7-9e9a-03a137d33bb9
7772,C000400,48,F,58853,Store J,11998,Jewelry,15147.55,1,1f989c69-7e46-4058-9772-1c90a0cae01e
4638,C000401,33,F,40190,Store K,70270,Dining,836.42,0,81150c12-91bc-4ec3-a589-cfeb4fe2651b
8067,C000402,58,F,99116,Store L,60283,Electronics,845.34,0,84daf84d-a74d-4be1-b359-76b3fd5f18ba
3554,C000403,43,M,46522,Store M,44760,Groceries,261.7,0,84b565de-bb4a-4d07-9f0a-ff73739a7f62
1350,C000404,45,F,81801,Store N,35089,Electronics,356.67,0,8060332c-8974-490a-80dc-39bde4318d5b
2987,C000405,18,F,54489,Store O,37737,Clothing,598.96,0,9031ca3a-c78d-4cee-a6b5-11eba5a5399f
7197,C000406,64,M,82277,Store P,75750,Jewelry,18286.59,1,f0274492-5c6e-4640-83c9-ac25cab598f4
2123,C000407,29,M,11837,Store Q,48514,Groceries,792.54,0,7fcc3d29-5d69-4874-8db0-6cb9d487e502
8690,C000408,54,F,63763,Store R,72782,Electronics,588.12,0,940c81c8-869e-47ae-a1a4-406dfdde742b
8047,C000409,72,F,92945,Store S,67947,Clothing,983.9,0,d7acd165-4daf-418e-afe8-e10a96462592
8914,C000410,73,M,66964,Store T,66133,Luxury,11584.81,1,524237bd-7e3a-450a-aaf5-e70b4323aa03
1364,C000411,67,M,66398,Store U,46537,Clothing,844.03,0,d58ffa30-8ea1-4585-926b-ff725a00022b
308,C000412,37,M,92578,Store V,60232,Electronics,820.24,0,5ffaf0b7-4036-42eb-8ef5-d50248e0c3dc
2752,C000413,19,M,92597,Store W,85153,Groceries,908.96,0,af6ddbdb-6c2e-4e55-9112-28ee860a8299
9076,C000414,53,M,63198,Store X,20461,Groceries,987.8,0,c0ce7c78-98f3-4cf4-a05d-2c3693a8e0b9
7783,C000415,32,F,95741,Store Y,92394,Dining,500.74,0,0344b924-4515-4d40-9de7-9a30214f8029
1265,C000416,55,M,45143,Store Z,19323,Electronics,203.67,0,56e35610-ecf3-41c9-8daf-88c97134404d
5340,C000417,39,M,59427,Store A,84539,Gifts,11913.43,1,e4e7fd51-1148-46fe-9a9f-8140c5e50c6f
7504,C000418,61,M,16859,Store B,57283,Clothing,855.35,0,3eac7bc8-5e45-4e82-bc60-e7446927b665
5849,C000419,78,M,55507,Store C,47040,Electronics,837.75,0,7baee756-5736-4f43-9a18-3f90418a8b82
9245,C000420,67,M,44356,Store D,18678,Clothing,342.61,0,9309ec7a-033a-4896-9dad-55563901a1ab
494,C000421,49,F,96501,Store E,24749,Utilities,56.83,0,612540f1-4d58-4777-bf99-83cdca6ffab5
2022,C000422,76,M,72570,Store F,95028,Gifts,12647.63,1,6f66d8e2-0062-4929-b107-f4be75bf327b
1748,C000423,37,F,22854,Store G,92187,Dining,479.36,0,34445b20-716c-4083-ae2e-d1d878f0ecbc
5088,C000424,53,M,43013,Store H,95793,Groceries,94.91,0,d6202dc8-872c-4dd7-bafd-109b44aba0ba
3303,C000425,79,F,41654,Store I,86699,Clothing,796.94,0,7c903e1c-dfec-4a5b-aa18-597463b0e532
7128,C000426,50,F,33054,Store J,94321,Utilities,290.75,0,c0b93d0d-60fb-4655-9fa7-29371558b7fe
5023,C000427,32,M,83728,Store K,96829,Electronics,649.29,0,b844c448-82e9-454d-b472-697a40741e67
6156,C000428,79,M,70254,Store L,37917,Gifts,6522.32,1,fe372e52-98d7-4128-a298-3b959c3ca865
9124,C000429,67,M,77720,Store M,70415,Electronics,862.1,0,235aa292-1aed-466d-ab89-a05f30dde63d
6410,C000430,63,M,55206,Store N,67328,Utilities,741.88,0,81fe0e02-0688-4a9b-b960-c71d96d9c51d
5255,C000431,20,M,46019,Store O,27585,Utilities,394.54,0,234a72b3-dd7c-4356-91c6-705927670c4d
8949,C000432,46,F,26281,Store P,97106,Groceries,633.19,0,3e129289-75b3-482d-9e1f-a61a9fc40648
9247,C000433,64,M,15863,Store Q,26660,Travel,7811.81,1,0e444a07-bf85-4190-8d5c-e6124c8188d4
4355,C000434,44,M,62203,Store R,67650,Dining,985.57,0,b7677a40-a87c-4931-9cfa-1af9fd8c38bc
3454,C000435,22,F,85238,Store S,65813,Groceries,798.15,0,efb8c8b8-7c88-4a2b-b149-1c3226fbc5b6
2517,C000436,76,M,46539,Store T,66593,Electronics,791.05,0,de309d50-a134-441e-aa85-9fe8f012f3bd
6070,C000437,73,F,89072,Store U,82936,Electronics,161.85,0,b59c2628-8102-4a1d-bd79-877bbc52988f
7375,C000438,48,M,52088,Store V,16968,Utilities,27.56,0,1f8dd814-0f85-44d6-a0c6-dff8e2dcb513
8839,C000439,39,F,72438,Store W,77249,Gifts,13780.57,1,c31cd7cc-4216-4f55-8a87-0774faaf1140
5209,C000440,52,M,26077,Store X,19240,Utilities,152.68,0,4738f8d3-0a24-43ff-9a82-9c44d7da46e0
195,C000441,71,F,35273,Store Y,52543,Electronics,782.63,0,82abdcad-b727-450a-af2a-d69c3af1a63e
9338,C000442,24,F,41052,Store Z,46119,Utilities,421.92,0,4b10e0a5-173d-46ad-9ad3-157d9432c0ba
4292,C000443,23,M,77955,Store A,40038,Electronics,345.21,0,668d4212-dc25-4cc4-a693-0271c52fa87c
6211,C000444,43,M,23518,Store B,23100,Travel,6104.74,1,4ae880f0-d687-44df-87e3-c85b87052609
5131,C000445,71,M,17396,Store C,52794,Gifts,19940.98,1,fb9da4f5-c3e3-4120-9ae7-29cbac0ca865
322,C000446,18,F,94548,Store D,58121,Groceries,956.45,0,c6160f26-8437-4686-b74f-db764a2b55df
6706,C000447,36,F,50077,Store E,19143,Groceries,140.28,0,3789d2a6-e93b-455c-8609-134dd1e7d030
1703,C000448,24,F,21981,Store F,69376,Dining,339.48,0,a4baac0a-c0f1-4fd1-a292-9460973aac8d
831,C000449,53,M,78292,Store G,93144,Luxury,10861.81,1,d1c7830b-827e-4d84-ac57-54361154b196
8381,C000450,29,M,74842,Store H,97365,Clothing,303.83,0,d54db5ec-78ac-4584-b58b-1a5d39d21448
5607,C000451,37,F,15023,Store I,92016,Jewelry,19017.03,1,f520dd90-f392-401f-8381-589f805ba527
92,C000452,40,M,31219,Store J,79894,Clothing,724.13,0,08425863-8570-4208-bcf8-bb652eb4b3e5
3878,C000453,42,F,93892,Store K,90745,Utilities,956.36,0,b90e1c65-2288-4f16-9ab6-78226df3b219
2337,C000454,47,M,27094,Store L,88737,Clothing,875.76,0,50ee8f95-eed2-4082-a6c4-e3aaaa8bad1c
7677,C000455,76,M,47853,Store M,78677,Luxury,16318.12,1,89ca9d02-1ebf-4ab6-b60c-9a54f9392406
1581,C000456,78,F,15646,Store N,87006,Gifts,15454.51,1,73ecc537-dbb0-4b0f-817f-4d204bd3ee63
9601,C000457,46,M,64045,Store O,26555,Dining,867.5,0,f19dccab-5385-4e1b-b10c-ee8b0bcbb71a
8367,C000458,48,M,56925,Store P,64005,Electronics,687.31,0,ca785a68-c0d4-49f4-9bd8-d32f71451054
5793,C000459,35,M,53927,Store Q,40090,Jewelry,7830.8,1,1effda5f-07ba-45b0-956d-6c341d245f88
7747,C000460,58,M,21991,Store R,56335,Jewelry,14721.9,1,46ac7407-430f-4b28-bb1d-615f75c916ba
474,C000461,36,M,28978,Store S,35476,Groceries,519.85,0,06f9df49-6cdd-48f9-828f-58c06dd7f5f2
270,C000462,71,F,93012,Store T,74775,Groceries,982.08,0,e1a869a9-1a0c-482f-aa7b-609c7779cd80
6551,C000463,21,M,45723,Store U,74004,Jewelry,12649.48,1,b787f42b-33be-42dc-9598-ab216d6fe0b4
694,C000464,18,F,34787,Store V,72473,Groceries,48.07,0,0cd4f239-91d9-41b7-82ed-65d53a9be78e
1416,C000465,58,M,59092,Store W,84469,Utilities,271.55,0,14e9ba50-cc03-4d74-9a09-efba38f3b55c
2084,C000466,76,M,54791,Store X,50305,Clothing,918.21,0,6ae8efa9-d860-43cb-9c9c-5dd7a72b9e7b
1236,C000467,32,F,85171,Store Y,85650,Groceries,962.73,0,53c46e3f-6508-4542-a1e3-c53fea364f87
3968,C000468,71,F,24932,Store Z,53657,Jewelry,15927.48,1,4ff5124e-25d1-4de9-9280-811dd9d336aa
8326,C000469,25,M,46911,Store A,41858,Electronics,66.3,0,92cf6e3a-bd7f-46d0-b074-4afdf910ae7a
4786,C000470,32,M,19946,Store B,51303,Gifts,5353.12,1,5faef51c-c435-4347-b49a-c9b80f40c51b
